year,month,Cst_Cnt,Btl_Cnt,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,year_month
1988,05,25398.060606060608,622062.9090909091,1.0,14.424545454545456,33.47606060606061,6.00939393939394,24.91124242424242,103.45151515151515,261.85670606060603,,3.0,2.0,,3.0,,,,,,1.8818181818181818,,0.3390909090909091,,0.5270833333333332,9.0,5.066666666666667,,0.07939393939393939,,2.524242424242424,,,9.0,23.174,1.4,9.0,22.744,1.4,9.0,0.47400000000000003,2.0,9.0,22.97,1.4,9.0,99.0,1.0,14.424545454545456,14.424545454545456,33.47606060606061,24.90757575757576,303.26060606060605,0.00290909090909091,6.00939393939394,103.45151515151515,5.066666666666667,0.5270833333333332,2.524242424242424,0.07939393939393939,,1.8818181818181818,0.3390909090909091,1.0,,,,,,,,1988/05
1988,08,25479.833333333332,624173.880952381,1.0,17.800238095238097,33.421142857142854,5.831190476190475,24.103357142857142,107.12857142857145,254.28590476190485,,3.0,2.0,,3.0,,,,,,0.916904761904762,,0.24595238095238095,,0.32380952380952366,,2.3380952380952387,,0.011904761904761904,,0.2880952380952381,,,9.0,18.25,1.1428571428571428,9.0,18.747142857142855,1.1428571428571428,9.0,0.2728571428571428,2.0,9.0,18.505714285714284,1.1428571428571428,9.0,99.0,1.0,17.800238095238097,17.800238095238097,33.421142857142854,24.099761904761905,380.2357142857143,0.0037619047619047645,5.831190476190475,107.12857142857145,2.3380952380952387,0.32380952380952366,0.2880952380952381,0.011904761904761904,,0.916904761904762,0.24595238095238095,1.0,,,,,,,,1988/08
1988,09,25657.0,627336.0,1.0,18.241999999999997,33.4884,5.638000000000001,24.052999999999997,104.62,245.87632000000002,,3.0,2.0,,3.0,,,,,,0.9039999999999999,,0.5199999999999998,,0.302,,1.5,,0.002,,0.04,,,9.0,15.3,1.0,,15.079999999999998,1.0,,0.238,2.0,,15.180000000000001,1.0,,99.0,1.0,18.241999999999997,18.241999999999997,33.4884,24.048,385.03999999999996,0.0038,5.638000000000001,104.62,1.5,0.302,0.04,0.002,,0.9039999999999999,0.5199999999999998,1.0,,,,,,,,1988/09
1988,10,25994.886363636364,633385.0909090909,1.0,17.69909090909091,33.37809090909091,5.649090909090909,24.097886363636363,103.66363636363639,246.35038409090905,,3.0,2.0,,3.0,,,,,,0.41704545454545466,,0.0934090909090909,,0.30840909090909085,,2.3636363636363638,,0.004545454545454546,,0.1272727272727273,,,9.0,14.524999999999999,1.0,9.0,15.375,1.0,9.0,0.185,2.0,9.0,14.95,1.0,9.0,99.0,1.0,17.69909090909091,17.69909090909091,33.37809090909091,24.09363636363637,380.75681818181806,0.0038636363636363664,5.649090909090909,103.66363636363639,2.3636363636363638,0.30840909090909085,0.1272727272727273,0.004545454545454546,,0.41704545454545466,0.0934090909090909,1.0,,,,,,,,1988/10
1989,01,26071.5641025641,635430.358974359,1.0,12.895128205128204,33.399564102564106,6.226410256410257,25.17128205128205,103.77179487179487,271.24276153846154,,3.0,2.0,,3.0,,,,,,1.6153846153846152,,0.25435897435897437,,0.4948717948717949,,4.574358974358975,,0.07256410256410258,,2.187179487179487,,,9.0,29.933333333333337,1.0,9.0,30.23333333333333,1.0,9.0,0.21666666666666665,2.0,9.0,30.099999999999998,1.0,9.0,99.0,1.0,12.895128205128204,12.895128205128204,33.399564102564106,25.166410256410263,278.4974358974359,0.003000000000000002,6.226410256410257,103.77179487179487,4.574358974358975,0.4948717948717949,2.187179487179487,0.07256410256410258,,1.6153846153846152,0.25435897435897437,1.0,,,,,,,,1989/01
1989,04,26150.91891891892,637505.2162162162,1.0,15.425135135135136,33.384594594594596,5.8945945945945954,24.622918918918923,103.58108108108108,256.9292432432432,,3.0,2.0,,3.0,,,,,,0.3759459459459459,,0.10486486486486486,,0.5151351351351351,,4.359459459459459,,0.036756756756756756,,1.8135135135135136,,,9.0,1.7740000000000002,1.2,9.0,1.73,1.2,9.0,0.078,2.0,9.0,1.732,1.2,9.0,99.0,1.0,15.425135135135136,15.425135135135136,33.384594594594596,24.61810810810811,330.7189189189189,0.0032432432432432452,5.8945945945945954,103.58108108108108,4.359459459459459,0.5151351351351351,1.8135135135135136,0.036756756756756756,,0.3759459459459459,0.10486486486486486,1.0,,,,,,,,1989/04
1989,07,26229.042553191488,639553.5957446808,1.0,17.23425531914894,33.48244680851064,5.7453191489361695,24.274680851063827,104.51276595744677,250.50218936170214,,3.0,2.0,,3.0,,,,,,1.0648936170212766,,0.1774468085106383,,0.3723404255319149,,3.0148936170212766,,0.02893617021276596,,0.9680851063829788,,,9.0,11.067499999999999,1.125,9.0,11.3225,1.125,9.0,0.22874999999999998,2.0,9.0,11.1825,1.125,9.0,99.0,1.0,17.23425531914894,17.23425531914894,33.48244680851064,24.27000000000001,363.90851063829797,0.0035957446808510666,5.7453191489361695,104.51276595744677,3.0148936170212766,0.3723404255319149,0.9680851063829788,0.02893617021276596,,1.0648936170212766,0.1774468085106383,1.0,,,,,,,,1989/07
1989,08,26285.333333333332,641290.6666666666,1.0,19.10666666666667,33.67033333333333,6.013333333333333,23.883,112.53333333333335,262.25939999999997,,3.0,3.0,,3.0,,,,,,4.676666666666667,,0.63,,0.21333333333333335,,3.233333333333333,,0.02,,0.3666666666666667,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,19.10666666666667,19.10666666666667,33.67033333333333,23.88,401.36666666666673,0.004333333333333334,6.013333333333333,112.53333333333335,3.233333333333333,0.21333333333333335,0.3666666666666667,0.02,,4.676666666666667,0.63,1.0,,,,,,,,1989/08
1989,11,26334.117647058825,642771.6470588235,1.0,17.499117647058824,33.48482352941176,5.644117647058825,24.22841176470589,103.22941176470584,246.1019029411765,,3.0,2.0294117647058822,,3.0,,,,,,0.3341176470588236,,0.09764705882352943,,0.3476470588235294,,2.155882352941176,,0.005588235294117647,,0.08529411764705883,,,9.0,0.6066666666666666,1.6666666666666667,9.0,0.6166666666666667,1.6666666666666667,9.0,0.05666666666666667,2.0,9.0,0.61,1.6666666666666667,9.0,98.59999999999998,1.0,17.499117647058824,17.499117647058824,33.48482352941176,24.223235294117643,368.2970588235294,0.0037941176470588263,5.644117647058825,103.22941176470584,2.155882352941176,0.3476470588235294,0.08529411764705883,0.005588235294117647,,0.3341176470588236,0.09764705882352943,1.0,,,,,,,,1989/11
1990,03,26411.521739130436,644824.6739130435,1.0,13.387173913043485,33.45410869565217,6.129782608695652,25.114130434782613,103.33695652173915,267.0512413043478,,3.0,2.0,,3.0,,,,,,1.3467391304347827,,0.2332608695652174,,0.4708695652173915,,4.647826086956521,,0.0441304347826087,,1.3804347826086956,,,9.0,11.628571428571428,1.1428571428571428,9.0,11.008571428571429,1.1428571428571428,9.0,0.15285714285714283,2.0,9.0,11.332857142857145,1.1428571428571428,9.0,95.0,1.0,13.387173913043485,13.387173913043485,33.45410869565217,25.110217391304353,283.93043478260876,0.0029347826086956537,6.129782608695652,103.33695652173915,4.647826086956521,0.4708695652173915,1.3804347826086956,0.0441304347826087,,1.3467391304347827,0.2332608695652174,1.0,,,,,,,,1990/03
1990,04,26468.542857142857,646328.0285714286,1.0,15.490857142857145,33.515685714285716,5.936857142857143,24.715171428571427,104.47428571428573,258.7456714285713,,3.0,2.0,,3.0,,,,,,0.306,,0.09114285714285715,,0.3802857142857143,,3.4571428571428564,,0.017142857142857144,,0.5742857142857143,,,9.0,4.306666666666667,1.1666666666666667,9.0,4.388333333333333,1.3333333333333333,9.0,0.15833333333333333,2.0,9.0,4.323333333333333,1.3333333333333333,9.0,99.0,1.0,15.490857142857145,15.490857142857145,33.515685714285716,24.710285714285718,321.91999999999996,0.0029714285714285728,5.936857142857143,104.47428571428573,3.4571428571428564,0.3802857142857143,0.5742857142857143,0.017142857142857144,,0.306,0.09114285714285715,1.0,,,,,,,,1990/04
1990,08,26543.30612244898,648265.9387755102,1.0,18.68877551020408,33.496918367346936,5.625102040816326,23.944387755102046,105.2734693877551,245.34115306122456,,3.0,2.0,,3.0,,,,,,0.36938775510204086,,0.07836734693877549,,0.30979591836734693,,3.0163265306122455,,0.002340425531914894,9.0,0.06938775510204083,,,9.0,8.783333333333333,1.0,9.0,8.549999999999999,1.0,9.0,0.11499999999999999,2.0,9.0,8.666666666666666,1.0,9.0,99.0,1.0,18.68877551020408,18.68877551020408,33.496918367346936,23.940816326530616,395.391836734694,0.00395918367346939,5.625102040816326,105.2734693877551,3.0163265306122455,0.30979591836734693,0.06938775510204083,0.002340425531914894,,0.36938775510204086,0.07836734693877549,1.0,,,,,,,,1990/08
1990,11,26621.054054054053,650327.9189189189,1.0,17.70837837837838,33.51051351351351,5.6348648648648645,24.194675675675672,103.4756756756757,245.70661081081076,,3.0,2.0,,3.0,,,8.0,,8.0,0.2759459459459459,,0.08216216216216217,,0.3089189189189188,,2.227027027027027,,0.0037837837837837833,,0.17567567567567569,,,9.0,7.4799999999999995,1.0,9.0,7.58,1.0,9.0,0.188,2.0,9.0,7.5200000000000005,1.0,9.0,90.0,1.0,17.70837837837838,17.70837837837838,33.51051351351351,24.190810810810802,371.52432432432425,0.0038378378378378405,5.6348648648648645,103.33333333333336,2.227027027027027,0.3089189189189188,0.17567567567567569,0.0037837837837837833,,0.2759459459459459,0.08216216216216217,1.0,,,,,,,,1990/11
1991,01,26700.866666666665,652470.2222222222,1.0,14.573555555555556,33.50873333333334,5.8871111111111105,24.907933333333332,101.60222222222221,256.5277288888889,,3.088888888888889,2.0,,3.0,,9.0,,,,0.640909090909091,9.0,0.21113636363636365,9.0,0.3895454545454546,9.0,3.0704545454545453,9.0,0.03181818181818183,9.0,0.3022727272727273,9.0,,9.0,1.6200000000000003,1.0,9.0,1.536,1.2,9.0,0.066,2.0,9.0,1.6,1.0,9.0,90.0,1.0,14.573555555555556,14.573555555555556,33.50873333333334,24.90333333333333,303.5644444444444,0.0030000000000000014,5.8871111111111105,101.60222222222221,3.0704545454545453,0.3895454545454546,0.3022727272727273,0.03181818181818183,,0.640909090909091,0.21113636363636365,1.0,,,,,,,,1991/01
1991,03,26774.25,654401.375,1.0,14.854250000000002,33.455225000000006,5.93725,24.808624999999992,103.05250000000001,258.7380225,,3.0,2.0,,3.0,,,,,,0.5022500000000001,,0.14100000000000001,,0.36525,,2.7249999999999996,,0.01125,,0.18750000000000003,,,9.0,0.92,2.0,9.0,0.87,2.0,9.0,0.05,2.0,9.0,0.9,2.0,9.0,91.0,1.0,14.854250000000002,14.854250000000002,33.455225000000006,24.804250000000003,313.005,0.0030250000000000016,5.93725,103.05250000000001,2.7249999999999996,0.36525,0.18750000000000003,0.01125,,0.5022500000000001,0.14100000000000001,1.0,,,,,,,,1991/03
1991,08,26860.555555555555,656549.8888888889,1.0,17.06,33.343555555555554,5.86,24.224444444444444,106.26666666666667,255.51822222222225,,3.0,2.0,,3.0,,,,,,0.39666666666666667,,0.06888888888888889,,0.39125,9.0,3.3875,9.0,0.015000000000000001,9.0,0.46249999999999997,9.0,,9.0,1.4,1.0,9.0,1.5,1.0,9.0,0.05,2.0,9.0,1.4,1.0,9.0,97.0,1.0,17.06,17.06,33.343555555555554,24.222222222222225,368.6111111111111,0.003666666666666667,5.86,106.26666666666667,3.3875,0.39125,0.46249999999999997,0.015000000000000001,,0.39666666666666667,0.06888888888888889,1.0,,,,,,,,1991/08
1991,10,26934.25806451613,658340.7741935484,1.0,18.279677419354844,33.27545161290323,5.599354838709675,23.877967741935475,103.82903225806452,244.23376774193554,,3.0,2.0,,3.0,,,,,,0.18900000000000003,9.0,0.05800000000000001,9.0,0.36903225806451617,,3.132258064516129,,0.0,,0.048387096774193554,,,9.0,1.16,1.6,9.0,1.248,1.6,9.0,0.094,2.0,9.0,1.204,1.6,9.0,95.0,1.0,18.279677419354844,18.279677419354844,33.27545161290323,23.873870967741933,401.6870967741936,0.004000000000000003,5.599354838709675,103.82903225806452,3.132258064516129,0.36903225806451617,0.048387096774193554,0.0,,0.18900000000000003,0.05800000000000001,1.0,,,,,,,,1991/10
1992,02,27012.583333333332,660472.8541666666,1.0,14.733333333333327,33.262270833333325,5.916666666666667,24.688625000000005,102.33958333333332,257.8716979166667,,3.0,2.0,,3.0,,,,,,0.37041666666666656,,0.11812500000000002,,0.43583333333333335,,2.358333333333333,,0.011458333333333334,,0.2577777777777778,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.733333333333327,14.733333333333327,33.262270833333325,24.684166666666666,324.40416666666664,0.0030000000000000014,5.916666666666667,102.33958333333332,2.358333333333333,0.43583333333333335,0.2577777777777778,0.011458333333333334,,0.37041666666666656,0.11812500000000002,1.0,,,,,,,,1992/02
1992,04,27093.88888888889,662691.7777777778,1.0,16.03622222222223,33.2184,5.954444444444444,24.360377777777774,105.72888888888887,259.6013600000001,,3.0,2.0,,3.0,,,8.0,,8.0,0.9422222222222223,,0.3808888888888887,,0.43711111111111106,8.0,2.915555555555556,,0.01977777777777778,,0.6444444444444445,,,9.0,16.159,1.1,9.0,16.35,1.0,9.0,0.23200000000000004,2.0,9.0,16.229999999999997,1.0,9.0,93.0,1.0,16.03622222222223,16.03622222222223,33.2184,24.356222222222218,355.6933333333333,0.0037555555555555584,5.954444444444444,105.65909090909089,2.915555555555556,0.43711111111111106,0.6444444444444445,0.01977777777777778,,0.9422222222222223,0.3808888888888887,1.0,,,,,,,,1992/04
1992,07,27180.354166666668,664957.5,1.0,18.547708333333336,33.22408333333332,5.6833333333333345,23.77227083333334,105.86666666666667,247.92136458333334,,3.0,2.0,,3.0,,,,,,0.19770833333333335,,0.061666666666666654,,0.3727083333333332,,2.1041666666666674,,0.00375,,0.15416666666666665,,,9.0,5.1,1.0,9.0,5.4,1.0,9.0,0.14,2.0,9.0,5.2,1.0,9.0,95.0,1.0,18.547708333333336,18.547708333333336,33.22408333333332,23.76833333333333,411.74999999999994,0.004000000000000003,5.6833333333333345,105.86666666666667,2.1041666666666674,0.3727083333333332,0.15416666666666665,0.00375,,0.19770833333333335,0.061666666666666654,1.0,,,,,,,,1992/07
1992,10,27253.742857142857,666889.8571428572,1.0,18.998,33.29242857142856,5.531428571428572,23.706999999999997,103.93428571428572,241.30971714285712,,3.0,2.0,,3.0,,,8.0,,8.0,0.33542857142857146,,0.09742857142857143,,0.33999999999999997,,1.9599999999999997,,0.002285714285714286,,0.04,,,9.0,19.166666666666668,1.0,9.0,21.2,1.0,9.0,0.15333333333333335,2.0,9.0,20.233333333333334,1.0,9.0,95.0,1.0,18.998,18.998,33.29242857142856,23.70342857142857,418.0371428571429,0.004114285714285716,5.531428571428572,103.92058823529412,1.9599999999999997,0.33999999999999997,0.04,0.002285714285714286,,0.33542857142857146,0.09742857142857143,1.0,,,,,,,,1992/10
1993,01,27334.533333333333,669059.2444444444,1.0,14.852444444444448,33.04715555555555,5.8118181818181816,24.496400000000005,100.67272727272729,253.34179772727282,,3.0,2.0,,3.0,,,9.0,,9.0,0.477111111111111,,0.18355555555555556,,0.42666666666666664,,3.700000000000001,,0.04777777777777779,,0.6266666666666667,,,9.0,2.2666666666666666,1.0,9.0,2.733333333333333,1.0,9.0,0.04666666666666667,2.0,9.0,2.5,1.0,9.0,94.2,1.0,14.852444444444448,14.852444444444448,33.04715555555555,24.49266666666667,342.73555555555555,0.0032888888888888907,5.8118181818181816,100.67272727272729,3.700000000000001,0.42666666666666664,0.6266666666666667,0.04777777777777779,,0.477111111111111,0.18355555555555556,1.0,,,,,,,,1993/01
1993,04,27409.80769230769,671068.7307692308,1.0,14.802692307692313,33.19423076923077,5.874423076923076,24.613326923076922,101.76730769230768,256.0510288461538,,3.0,2.0,,3.0,,,,,,1.8292307692307692,,0.3938461538461538,,0.4707692307692307,,3.5980769230769236,,0.03134615384615384,,1.4269230769230767,,,9.0,18.02142857142857,1.2857142857142858,9.0,19.029999999999998,1.4285714285714286,9.0,0.15,2.0,9.0,18.548571428571428,1.4285714285714286,9.0,97.29999999999998,1.0,14.802692307692313,14.802692307692313,33.19423076923077,24.60923076923078,331.5557692307693,0.003192307692307694,5.874423076923076,101.76730769230768,3.5980769230769236,0.4707692307692307,1.4269230769230767,0.03134615384615384,,1.8292307692307692,0.3938461538461538,1.0,,,,,,,,1993/04
1993,08,27480.0,672977.4666666667,1.0,18.649333333333335,33.323933333333336,5.572000000000001,23.823533333333334,104.12666666666665,243.05461999999994,,3.0,2.0,,3.0,,,,,,0.206,,0.05600000000000001,,0.3133333333333333,,3.6399999999999992,,0.002,,0.09333333333333334,,,9.0,4.513333333333333,1.1111111111111112,9.0,4.665555555555556,1.1111111111111112,9.0,0.10777777777777778,2.0,9.0,4.5888888888888895,1.1111111111111112,9.0,94.0,1.0,18.649333333333335,18.649333333333335,33.323933333333336,23.817999999999994,406.9266666666667,0.004066666666666667,5.572000000000001,104.12666666666665,3.6399999999999992,0.3133333333333333,0.09333333333333334,0.002,,0.206,0.05600000000000001,1.0,,,,,,,,1993/08
1993,10,27556.52,675181.12,1.0,18.269599999999997,33.253240000000005,5.586799999999999,23.866640000000004,103.58800000000001,243.68944399999998,,3.0,2.0,,3.0,,,,,,0.22599999999999998,,0.07320000000000002,,0.29879999999999995,,2.492,,0.0004,,0.11200000000000003,,,9.0,2.5,1.0,9.0,2.3499999999999996,1.0,9.0,0.07500000000000001,2.0,9.0,2.4,1.0,9.0,95.9,1.0,18.269599999999997,18.269599999999997,33.253240000000005,23.861599999999996,402.79999999999995,0.004000000000000003,5.586799999999999,103.58800000000001,2.492,0.29879999999999995,0.11200000000000003,0.0004,,0.22599999999999998,0.07320000000000002,1.0,,,,,,,,1993/10
1994,01,27628.285714285714,677257.0,1.0,15.165714285714287,33.28814285714285,5.811538461538461,24.611285714285714,101.65384615384616,253.3116153846154,,3.0,2.0,,3.0,,,9.0,,9.0,0.44615384615384607,9.0,0.12153846153846154,9.0,0.3307692307692308,9.0,3.2076923076923074,9.0,0.0038461538461538464,9.0,0.04615384615384615,9.0,,9.0,2.143333333333333,1.3333333333333333,9.0,2.09,1.3333333333333333,9.0,0.04666666666666667,2.0,9.0,2.1166666666666667,1.3333333333333333,9.0,97.5,1.0,15.165714285714287,15.165714285714287,33.28814285714285,24.606428571428573,331.8071428571429,0.0032142857142857147,5.811538461538461,101.65384615384616,3.2076923076923074,0.3307692307692308,0.04615384615384615,0.0038461538461538464,,0.44615384615384607,0.12153846153846154,1.0,,,,,,,,1994/01
1994,03,27675.571428571428,678631.1428571428,1.0,14.837142857142856,33.24692857142857,5.902142857142856,24.653071428571433,102.3142857142857,257.24767857142854,,3.0,2.0,,2.9285714285714284,,,,,,0.3907142857142857,,0.1357142857142857,,0.3714285714285714,,2.778571428571428,,0.011428571428571429,,0.5499999999999999,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.837142857142856,14.837142857142856,33.24692857142857,24.648571428571426,327.8214285714285,0.003,5.902142857142856,102.3142857142857,2.778571428571428,0.3714285714285714,0.5499999999999999,0.011428571428571429,,0.3907142857142857,0.1357142857142857,1.0,,,,,,,,1994/03
1994,08,27747.0,680778.5909090909,1.0,18.020454545454545,33.360181818181815,5.694545454545454,24.000363636363637,105.13181818181819,248.35592727272726,,3.0,2.0,,3.0,,,,,,0.35045454545454546,,0.09727272727272726,,0.37499999999999994,,4.204545454545454,,0.00681818181818182,,0.3090909090909091,,,9.0,8.757142857142858,1.0,9.0,9.028571428571428,1.0,9.0,0.15285714285714286,2.0,9.0,8.885714285714286,1.0,9.0,96.0,1.0,18.020454545454545,18.020454545454545,33.360181818181815,23.996363636363636,390.06363636363636,0.003909090909090911,5.694545454545454,105.13181818181819,4.204545454545454,0.37499999999999994,0.3090909090909091,0.00681818181818182,,0.35045454545454546,0.09727272727272726,1.0,,,,,,,,1994/08
1994,10,27809.11111111111,682637.1111111111,1.0,19.189722222222226,33.37469444444444,5.525833333333332,23.728722222222228,104.33333333333337,241.06243611111117,,3.0,2.0,,3.0,,,,,,0.3086111111111111,,0.09305555555555556,,0.28500000000000003,,3.275,,0.0016666666666666666,,0.10000000000000003,,,9.0,5.5840000000000005,1.1,9.0,6.752000000000001,1.1,9.0,0.11800000000000002,2.0,9.0,6.1530000000000005,1.1,9.0,98.89999999999999,1.0,19.189722222222226,19.189722222222226,33.37469444444444,23.724722222222223,415.96111111111117,0.0040833333333333355,5.525833333333332,104.33333333333337,3.275,0.28500000000000003,0.10000000000000003,0.0016666666666666666,,0.3086111111111111,0.09305555555555556,1.0,,,,,,,,1994/10
1995,01,27877.827586206895,684643.2413793104,1.0,14.71103448275862,33.14568965517241,5.858965517241378,24.603413793103446,101.21379310344828,255.37791724137938,1.6896551724137931,3.0,2.0,,3.0,8.0,,,8.0,8.0,0.9696153846153848,9.0,0.20576923076923076,9.0,0.3765384615384615,9.0,4.85,9.0,0.05269230769230769,9.0,0.37307692307692303,9.0,,9.0,7.0649999999999995,1.125,9.0,7.5825,1.125,9.0,0.07,2.0,9.0,7.32375,1.125,9.0,92.10000000000001,1.0,14.71103448275862,14.71103448275862,33.14568965517241,24.65,327.6357142857142,0.003034482758620691,5.858965517241378,101.25517241379312,4.85,0.3765384615384615,0.37307692307692303,0.05269230769230769,,0.9696153846153848,0.20576923076923076,1.0,201.68965517241378,,,,,,,1995/01
1995,04,27941.583333333332,686541.5833333334,1.0,14.839444444444446,33.29888888888888,5.977222222222221,24.681944444444447,103.77499999999999,260.51686388888885,5.277777777777778,3.0,2.0,,3.0,,,,,,2.606,8.5,0.5168571428571429,8.5,0.3925714285714285,9.0,4.645714285714286,9.0,0.02176470588235294,9.0,1.322857142857143,9.0,,9.0,18.37857142857143,1.1428571428571428,9.0,18.965714285714284,1.1428571428571428,9.0,0.22142857142857147,2.0,9.0,18.678571428571427,1.1428571428571428,9.0,93.20000000000002,1.0,14.839444444444446,14.839444444444446,33.29888888888888,24.677499999999995,325.0972222222223,0.0031666666666666688,5.977222222222221,103.77499999999999,4.645714285714286,0.3925714285714285,1.322857142857143,0.02176470588235294,,2.606,0.5168571428571429,1.0,208.05555555555554,,,,,,,1995/04
1995,07,28007.028169014084,688481.9154929577,1.0,17.30661971830986,33.399422535211265,5.912745098039217,24.207490196078425,107.4862745098039,257.8168509803921,18.47887323943662,3.8450704225352115,2.0,,3.0,,,9.0,9.0,9.0,0.9840000000000001,9.0,0.25420000000000004,9.0,0.3458823529411764,9.0,3.284313725490197,9.0,0.020196078431372555,9.0,0.5176470588235296,9.0,,9.0,44.822222222222216,1.0,9.0,39.555555555555564,1.0,9.0,0.27111111111111114,2.0,9.0,42.17777777777778,1.0,9.0,92.0,1.0,17.30661971830986,17.30661971830986,33.399422535211265,24.200000000000003,370.50704225352126,0.003718309859154932,5.912745098039217,107.4862745098039,3.284313725490197,0.3458823529411764,0.5176470588235296,0.020196078431372555,,0.9840000000000001,0.25420000000000004,1.0,218.4788732394366,,,,,,,1995/07
1995,10,28069.808510638297,690358.2340425532,1.0,18.39234042553192,33.46448936170213,5.579411764705882,24.000999999999998,103.63235294117648,243.33454705882355,19.425531914893618,3.8297872340425534,2.0,,3.0,6.0,,9.0,9.0,9.0,0.47176470588235303,9.0,0.14,9.0,0.2600000000000001,9.0,1.9647058823529415,9.0,0.009393939393939394,9.0,0.19117647058823528,9.0,,9.0,5.371428571428571,1.1428571428571428,9.0,5.3999999999999995,1.0,9.0,0.0842857142857143,2.0,9.0,5.371428571428571,1.0,9.0,92.0,1.0,18.39234042553192,18.39234042553192,33.46448936170213,23.987872340425533,390.75957446808513,0.003893617021276599,5.579411764705882,103.63235294117648,1.9647058823529415,0.2600000000000001,0.19117647058823528,0.009393939393939394,,0.47176470588235303,0.14,1.0,219.4255319148936,,,,,,,1995/10
1996,02,28135.25,692309.2916666666,1.0,15.659583333333336,33.396499999999996,5.815882352941177,24.638764705882352,101.9529411764706,253.49032352941177,20.0,3.875,2.0,,3.0,6.0,,9.0,9.0,9.0,0.37058823529411766,9.0,0.14294117647058824,9.0,0.34764705882352936,9.0,2.988235294117647,9.0,0.01764705882352941,9.0,0.4470588235294118,9.0,,9.0,19.1,1.0,9.0,19.2,1.0,9.0,0.14,2.0,9.0,19.2,1.0,9.0,93.4,1.0,15.659583333333336,15.659583333333336,33.396499999999996,24.5825,334.12500000000006,0.0032500000000000016,5.815882352941177,101.9529411764706,2.988235294117647,0.34764705882352936,0.4470588235294118,0.01764705882352941,,0.37058823529411766,0.14294117647058824,1.0,220.0,,,,,,,1996/02
1996,04,28198.20588235294,694160.5588235294,1.0,16.01794117647059,33.43847058823528,5.918064516129031,24.55100000000001,104.9677419354839,257.9669935483871,18.5,3.176470588235294,2.0,,3.0,,,9.0,9.0,9.0,1.0459375,9.0,0.27874999999999994,9.0,0.32968749999999997,9.0,3.95625,9.0,0.0203125,9.0,0.7156250000000001,9.0,,9.0,29.712500000000002,1.0,9.0,31.125,1.0,9.0,0.18750000000000003,2.0,9.0,30.4125,1.0,9.0,94.29999999999998,1.0,16.01794117647059,16.01794117647059,33.43847058823528,24.53058823529412,339.0705882352941,0.003500000000000002,5.918064516129031,104.9677419354839,3.95625,0.32968749999999997,0.7156250000000001,0.0203125,,1.0459375,0.27874999999999994,1.0,218.5,,,,,,,1996/04
1996,08,28276.78947368421,696506.2631578947,1.0,18.464736842105264,33.50315789473684,5.602727272727273,24.130999999999997,103.3,244.32115454545456,20.842105263157894,4.2631578947368425,2.0,,3.0,,,9.0,9.0,9.0,0.34181818181818185,9.0,0.0990909090909091,9.0,0.3163636363636364,9.0,1.7818181818181815,9.0,0.022727272727272728,9.0,0.47272727272727266,9.0,,9.0,20.3,1.0,9.0,19.9,1.0,9.0,0.13,2.0,9.0,20.1,1.0,9.0,92.3,1.0,18.464736842105264,18.464736842105264,33.50315789473684,23.995263157894737,390.09999999999997,0.0038947368421052646,5.602727272727273,103.3,1.7818181818181815,0.3163636363636364,0.47272727272727266,0.022727272727272728,,0.34181818181818185,0.0990909090909091,1.0,220.8421052631579,,,,,,,1996/08
1996,10,28340.956521739132,698547.0,1.0,17.469782608695652,33.44130434782608,5.706521739130435,24.12951851851852,104.54074074074076,248.28776296296294,22.608695652173914,4.239130434782608,2.0,,3.0,,,,9.0,9.0,0.9213043478260872,,0.26,,0.3132608695652173,,2.0260869565217385,,0.016956521739130436,,0.45652173913043476,,,9.0,8.9,1.0,9.0,9.55,1.0,9.0,0.14500000000000002,2.0,9.0,9.2,1.0,9.0,90.4,1.0,17.469782608695652,17.469782608695652,33.44130434782608,24.18891304347826,371.62173913043483,0.003760869565217394,5.706521739130435,104.24782608695651,2.0260869565217385,0.3132608695652173,0.45652173913043476,0.016956521739130436,,0.9213043478260872,0.26,1.0,222.6086956521739,,,,,,,1996/10
